id,Kategorie,Samen,Name,Preis,URL
30,Kräuter,true,Meerrettich,2.79,https://assets.dehner.de/new_product_list_normal/meerrettich/8001000_WE_FS_001_MeerrettichT9.jpg
31,Kräuter,true,Kerbel,2.69,https://assets.dehner.de/new_product_list_normal/bioland-kerbel/8001950_PR_FS_001_BioKerbelAnthriscusCerefoliumDehnerExpressHerzig.jpg
32,Kräuter,true,Salbei,2.79,https://assets.dehner.de/new_product_list_normal/honigmelonensalbei/8000689_WE_FS_001_HonigmelonensalbeiT9.jpg
33,Kräuter,true,Thymian,2.69,https://assets.dehner.de/new_product_list_normal/bioland-thymian/8002289_PR_FS_001_BioThymianThymusvulgarisDehnerExpressHerzig.jpg
34,Kräuter,true,Oregano,3.79,https://assets.dehner.de/new_product_list_normal/greenbar-oregano/8843104_WE_FS_001_GreenbarOreganoGS.jpg
35,Kräuter,true,Pilzkraut,2.79,https://assets.dehner.de/new_product_list_normal/pilzkraut/8001190_WE_FS_001_PilzkrautT9.jpg
36,Kräuter,true,Basilikum,3.79,https://assets.dehner.de/new_product_list_normal/greenbar-basilikum/8843088_WE_FS_002_GreenbarBasilikum.jpg
37,Kräuter,true,Majoran,3.79,https://assets.dehner.de/new_product_list_normal/dehner-gourmet-garten-majoran-einjhrig/8609935_WE_FS_002_GourmetGartenEchterMajoranT14.jpg
38,Gemüse,true,Aubergine,3.49,https://assets.dehner.de/new_product_list_normal/aubergine/8831380_WE_MO_001_Aubergine.jpg
39,Gemüse,true,Zucchini,6.99,https://assets.dehner.de/new_product_list_normal/zucchini-grn/8831000_WE_MO_001_ZucchiniGruen.jpg
40,Gemüse,true,Rhabarber,12.99,https://assets.dehner.de/new_product_list_normal/dehner-gourmet-garten-himbeerrhabarber/7736028_20220307_69985078_WE_MO_123rf_l_Rhabarber.jpg
41,Gemüse,true,Zuckermais,2.29,https://assets.dehner.de/new_product_list_normal/zuckermais/8831455_WE_MO_001_ZuckermaisZuckermaisTopf.jpg
42,Gemüse,true,Rote Beete,3.49,https://assets.dehner.de/new_product_list_normal/rote-bete-rote-rben-12er-schale/8835548_WE_MO_001_GefRoteRueben.jpg
43,Gemüse,true,Edamame,2.79,https://assets.dehner.de/new_product_list_normal/edamame/6766885_WE_DE_001_EdamameSojaBohne.jpg
44,Gemüse,true,Buschbohne,2.29,https://assets.dehner.de/new_product_list_normal/buschbohne/8831794_PR_DE_001_BohnePixabay.jpg
45,Gemüse,true,Ingwer,4.49,https://assets.dehner.de/new_product_list_normal/thaiingwer/8001117_WE_DE_002_ThaiIngwer.jpg
46,Gemüse,true,Süßkartoffel,4.49,https://assets.dehner.de/new_product_list_normal/dehner-gourmet-garten-skartoffel-verschiedene-sorten/6766877_WE_MO_001_GourmetGartenSuesskartoffelBesonderheit.jpg
47,Gemüse,true,Radieschen,2.79,https://assets.dehner.de/new_product_list_normal/dehner-gourmet-garten-butterradieschen-20er-schale/8836579_WE_MO_001_Radiesschen.jpg
48,Gemüse,true,Knollensellerie,3.29,https://assets.dehner.de/new_product_list_normal/knollensellerie-12er-schale/8835605_WE_MO_001_GefKnollensellerie.jpg
49,Gemüse,true,Mangold,2.99,https://assets.dehner.de/new_product_list_normal/mangold-bunt-12er-schale/8835381_WE_FS_001_MANGOLD_BUNT.jpg
50,Gemüse,true,Pastinake,3.49,https://assets.dehner.de/new_product_list_normal/dehner-gourmet-garten-pastinake/8837411_WE_MO_001_PastinakePalaceHartmann.jpg
51,Gemüse,false,Speisekürbis,3.49,https://assets.dehner.de/new_product_list_normal/bio-speisekrbis-hokkaido/8837452_WE_MO_001_BiolandKuerbisHokkaido.jpg
52,Gemüse,true,Petersilienwurzel,3.49,https://assets.dehner.de/new_product_list_normal/dehner-gourmet-garten-petersilienwurzel/8836900_WE_MO_001_Petersilienwurzel.jpg
53,Gemüse,false,Blattspinat,2.00,https://assets.dehner.de/new_product_list_normal/blattspinat-rot-geadert-12er-schale/8836611_WE_MO_001_Spinatrotgeadert.jpg
54,Gemüse,false,Knoblauch,3.79,https://assets.dehner.de/new_product_list_normal/knoblauch-6er-schale/8835712_WE_MO_003_GefKnoblauch.jpg
55,Gemüse,false,Knollenfenchel,2.59,https://assets.dehner.de/new_product_list_normal/bio-knollenfenchel-6er-schale/8835936_BildFS_001_BioKnollenfenchelVonBiolandBioGefKnollenfenchel.jpg
56,Zimmerpflanzen,true,Fliederaralie,19.99,https://assets.dehner.de/new_product_list_normal/glnzende-fiederaralie--polyscias-scutellaria-fabian/8203317_PR_FS_001_PolysciasFabianT19DehnerExpressHerzig.jpg
57,Zimmerpflanzen,true,Efeutute,3.49,https://assets.dehner.de/new_product_list_normal/efeutute--epipremnum-aureum/8271926_WE_FS_001_EfeututeEpipremnumAureumT11DehnerExpressHerzig.jpg
58,Zimmerpflanzen,true,Herzblattblume,69.99,https://assets.dehner.de/new_product_list_normal/herzblattblume--anthurium-warocqueanum/8417891_WE_FS_001_AnthuriumWarocqueanumT12.jpg
59,Zimmerpflanzen,true,Bogenhanf,12.99,https://assets.dehner.de/new_product_list_normal/bogenhanf--sansevieria-zeylanica/8670523_PR_FS_001_SansevierieSansevieriaZylanicaT12DehnerExpressHerzig.jpg
60,Zimmerpflanzen,false,Fensterblatt,79.99,https://assets.dehner.de/new_product_list_normal/fensterblatt--monstera-deliciosa-thai-constellation-panaschiert/8405276_WE_FS_001_MosteraThaiCostellationT15.jpg
61,Zimmerpflanzen,false,Grünlilie,4.99,https://assets.dehner.de/new_product_list_normal/grnlilie--chlorophytum-comosum-bonnie/8215303_PR_FS_001_GruenlilieChlorophytumBonnieT10DehnerExpressHerzig.jpg
62,Zimmerpflanzen,false,Pfeilblatt,21.99,https://assets.dehner.de/new_ads_main/pfeilblatt--alocasia-zebrina/8223521_PR_FS_001_AlocasiaZebrinaT15DehnerExpressHerzig.jpg
63,Zimmerpflanzen,false,Glanzkölbchen,9.99,https://assets.dehner.de/new_product_list_normal/glanzklbchen--aphelandra-squarrosa/8202947_PR_FS_001_AphelandraSquarosaGruenT13DehnerExpressHerzig.jpg
64,Zimmerpflanzen,false,Guzmanie,21.59,https://assets.dehner.de/new_product_list_normal/guzmanie--guzmania-calypso-in-keramik/8628018_WE_FS_001_GuzmaniaCalypsoInKeramikT13.jpg
65,Zimmerpflanzen,false,Lanzenrosette,9.99,https://assets.dehner.de/new_product_list_normal/lanzenrosette--aechmea-fasciata/8500514_PR_FS_001_LanzenrosetteAechmeaPrimeraT12DehnerExpressZS.jpg
66,Zimmerpflanzen,false,Kalanchoe,19.99,https://assets.dehner.de/new_product_list_normal/freilandkalanchoe-verschiedene-farben/8238842_WE_FS_002_FlammendesKaetchenKalanchoeGartenbagsDehnerExpressHerzig.jpg
67,Zimmerpflanzen,false,Zimmerazalee,5.99,https://assets.dehner.de/new_product_list_normal/zimmerazalee--rhododendron-simsii/8205163_we_FS_001_AzaleeAzaleaRosaT12DehnerExpressHerzig.jpg
68,Zimmerpflanzen,false,Korbmarante,9.99,https://assets.dehner.de/new_product_list_normal/korbmarante--calathea-lancifolia/8627721_WE_FS_001_CalatheaInsignisT12.jpg
69,Zimmerpflanzen,false,Philodendron,7.99,https://assets.dehner.de/new_product_list_normal/baumfreund--philodendron-scandens-micans/87445596_PR_FS_001_PhilodendronScandensMicansDehnerExpressHerzig.jpg
70,Zimmerpflanzen,false,Dreimasterblume,9.99,https://assets.dehner.de/new_product_list_normal/dreimasterblume--tradescantia-zebrina-nanouk/8279150_WE_FS_001_TradescantiaNanoukT12.jpg
71,Zimmerpflanzen,false,Wachsblume,17.99,https://assets.dehner.de/new_product_list_normal/wachsblume--hoya-linearis-ampel/7988330_PR_FS_001_HoyalinearisT17DehnerExpressHerzig.jpg
72,Zimmerpflanzen,false,Zimmerrebe,24.99,https://assets.dehner.de/new_product_list_normal/zimmerrebe--cissus-rhombifolia-ellen-danica/8214801_WE_FS_001_ZimmerrebeCissusEllenDT18AmpelDehnerExpressHerzig.jpg
73,Zimmerpflanzen,false,Schamblume,19.99,https://assets.dehner.de/new_product_list_normal/schamblume--aeschynanthus-cultivars-twister-ampel/8650293_WE_FS_001_SinnblumeAeschynanthusTwisterDehnerExpressHerzig.jpg
74,Zimmerpflanzen,false,Peperomie,9.99,https://assets.dehner.de/new_product_list_normal/peperomie--peperomia-rotundifolia-ampel/8654774_PR_FS_001_ZwergpfefferPeperomiaRotundifoliaAmpelT15DehnerExpressHerzig.jpg
75,Zimmerpflanzen,false,Efeu,9.99,https://assets.dehner.de/new_product_list_normal/efeu--hedera-helix-ampel/8224263_PR_FS_001_HederaHelixEfeuGruenAmpelT15DehnerExpressHerzig.jpg
76,Zimmerpflanzen,false,Zierspargel,7.99,https://assets.dehner.de/new_product_list_normal/zierspargel--asparagus-densiflorus-sprengeri/8650715_PR_FS_AsparagusSrengeriiT14DehnerExpressHerzig.jpg
77,Zimmerpflanzen,false,Felsendickblatt,14.99,https://assets.dehner.de/new_product_list_normal/felsendickblatt--crassula-rupestris-subsp-marnieriana-hottentot-ampel/8652596_PR_FS_001_CrassulaHottentotFelsenDickblattAmpelT14DehnerExpressHerzig.jpg
78,Palmen,false,Kentia-Palme,64.99,https://assets.dehner.de/new_product_list_normal/kentiapalme-howea-forsteriana-hydrokultur/8425399_WE_FS_001_KentiaForsteriana15_19H60_70_.jpg
79,Palmen,false,Yucca-Palme,6.99,https://assets.dehner.de/new_product_list_normal/yuccapalme--yucca-elephantipes/8286429_WE_FS_001_YuccaElephantipesT13DehnerExpressHerzig.jpg
80,Palmen,false,Drachenbaum,21.99,https://assets.dehner.de/new_product_list_normal/drachenbaum--dracaena-fragrans-hawaiian-sunshine/8511545_WE_FS_001_DrachenbaumDracaenaMassangianaHawaiinSunshineT19DehnerExpressHerzig.jpg
81,Palmen,false,Schirmpalme,14.99,https://assets.dehner.de/new_product_list_normal/rundblttrige-schirmpalme--livistona-rotundifolia/8255853_WE_FS_001_LivistonaRotunddifoliaT12DehnerExpressHerzig.jpg
82,Palmen,false,Kokospalme,17.99,https://assets.dehner.de/new_product_list_normal/kokospalme--cocos-nucifera/8215436_WE_FS_001_CocosPalmeDehnerExpressHerzig.jpg
83,Palmen,false,Schusterpalme,24.99,https://assets.dehner.de/new_product_list_normal/schusterpalme--aspidistra-elatior/8504326_PR_FS_001_SchusterpalmeAspidistraElatiorT17DehnerExpressHerzig.jpg
84,Palmen,false,Strelitzie,29.99,https://assets.dehner.de/new_product_list_normal/weie-strelitzie--strelitzia-alba/8276503_PR_FS_001_StrelitziaAugustaT20DehnerExpressHerzig.jpg
